ID_ARTICOLO,ID_FRASE,FRASE,TAG_FRASE,TAG_ARTICOLO,FONTE,LINK
75,10,"Per la verità Sarajevo, dopo un incendio che aveva danneggiato il campo profughi di Lipa, ha inviato l’ esercito a realizzare una tendopoli, peraltro insufficiente.",OGG,SOG,Avanti,http://www.avantionline.it/bihac-i-campi-della-vergogna-lo-scaricabarile-che-non-salva-nessuno/
75,11,Ma è proprio sulla gestione dei campi di raccolta che è divampata una polemica che ha fatto perdere tempo prezioso e determinato lo scoppio della situazione tragica di oggi.,SOG,SOG,Avanti,http://www.avantionline.it/bihac-i-campi-della-vergogna-lo-scaricabarile-che-non-salva-nessuno/
75,12,"Infatti lo Iom (International Organisation for Migrants) che riceve le risorse finanziarie da Bruxelles, ha privilegiato la ristrutturazione del campo di Bira, situato al centro della città e che le autorità locali vogliono chiudere perché inviso ai cittadini che non sopportano più, per problemi di delinquenza e sicurezza, la presenza dei migranti sulle strade di Bihac.",OGG,SOG,Avanti,http://www.avantionline.it/bihac-i-campi-della-vergogna-lo-scaricabarile-che-non-salva-nessuno/
75,13,"Il Sindaco, appena rieletto, Suhret Fazljc, spalleggiato dal Cantone, punta invece al ripristino di quello di Lipa, a circa trenta chilometri dal centro.",OGG,SOG,Avanti,http://www.avantionline.it/bihac-i-campi-della-vergogna-lo-scaricabarile-che-non-salva-nessuno/
75,14,"È auspicabile che la nuova responsabile dello Iom, l’italiana Laura Lungarotti, agisca in sintonia con le autorità locali.",OGG,SOG,Avanti,http://www.avantionline.it/bihac-i-campi-della-vergogna-lo-scaricabarile-che-non-salva-nessuno/
75,15,Anche nel nostro Paese si registrano reazioni rispetto a quanto sta accadendo.,OGG,SOG,Avanti,http://www.avantionline.it/bihac-i-campi-della-vergogna-lo-scaricabarile-che-non-salva-nessuno/
75,16,"Se da un lato il Presidente della Regione FVG Massimiliano Fedriga chiede un rafforzamento della vigilanza sul confine per fermare l’arrivo dei clandestini, dall’ altra un tribunale giudica illegittimo il respingimento in Slovenia dei migranti richiedenti asilo, respingimento derivato da un accordo specifico tra Roma e Lubiana.",OGG,SOG,Avanti,http://www.avantionline.it/bihac-i-campi-della-vergogna-lo-scaricabarile-che-non-salva-nessuno/
75,17,Fino all’Odg approvato dal Consiglio comunale di Bondeno( Ferrara) che minaccia di interrompere il gemellaggio con Bihac se proseguirà il disastro umanitario.,SOG,SOG,Avanti,http://www.avantionline.it/bihac-i-campi-della-vergogna-lo-scaricabarile-che-non-salva-nessuno/
75,18,Come se il comune di Bihac avesse la responsabilità principale e non fosse invece una parte lesa.,SOG,SOG,Avanti,http://www.avantionline.it/bihac-i-campi-della-vergogna-lo-scaricabarile-che-non-salva-nessuno/
75,19,Mentre migliaia di disperati continuano la loro agonia.,SOG,SOG,Avanti,http://www.avantionline.it/bihac-i-campi-della-vergogna-lo-scaricabarile-che-non-salva-nessuno/
76,0,Le verità scomode dell’era Craxi la verità che va oltre la cronaca,SOG,OGG,Avanti,http://www.avantionline.it/le-verita-scomode-dellera-craxi-la-verita-che-va-oltre-la-cronaca/
76,1,La libertà equivale alla mia vita.,OGG,OGG,Avanti,http://www.avantionline.it/le-verita-scomode-dellera-craxi-la-verita-che-va-oltre-la-cronaca/
76,2,Il ventennale della morte di Bettino Craxi celebratori nel gennaio del 2020 ha messo in scena il paradosso della memoria del segretario del partito socialista.,OGG,OGG,Avanti,http://www.avantionline.it/le-verita-scomode-dellera-craxi-la-verita-che-va-oltre-la-cronaca/
76,3,Lo scrive sul Corriere della Sera,OGG,OGG,Avanti,http://www.avantionline.it/le-verita-scomode-dellera-craxi-la-verita-che-va-oltre-la-cronaca/
76,4,Soprattutto durante l’affollata commemorazione al cimitero di Hammamet dove campeggia questa frase che è ancora oggi un monito pesante per la storia italiana.,OGG,OGG,Avanti,http://www.avantionline.it/le-verita-scomode-dellera-craxi-la-verita-che-va-oltre-la-cronaca/
76,5,"Giulio Santarelli già sottosegretario nel primo governo Craxi è autore di un libro documentario, denso e appassionato, Le verità scomode.",SOG,OGG,Avanti,http://www.avantionline.it/le-verita-scomode-dellera-craxi-la-verita-che-va-oltre-la-cronaca/
76,6,Craxi e e i socialisti al governo.,OGG,OGG,Avanti,http://www.avantionline.it/le-verita-scomode-dellera-craxi-la-verita-che-va-oltre-la-cronaca/
76,7,"Crescita sviluppo e benessere per gli italiani, in cui con coerenza e fedeltà alle sue radici si prefigge di demolire la montagna di menzogne e di falsità che ci vengono rivolte a trent’anni dalla conclusione del governo Craxi ed esplicita quel paradosso con le stesse parole di Craxi:",SOG,OGG,Avanti,http://www.avantionline.it/le-verita-scomode-dellera-craxi-la-verita-che-va-oltre-la-cronaca/
76,8,Sono certo che la storia condannerà i miei assassini.,OGG,OGG,Avanti,http://www.avantionline.it/le-verita-scomode-dellera-craxi-la-verita-che-va-oltre-la-cronaca/
76,9,Solo una cosa mi ripugnerebbe: essere riabilitato da coloro che mi uccideranno.,SOG,OGG,Avanti,http://www.avantionline.it/le-verita-scomode-dellera-craxi-la-verita-che-va-oltre-la-cronaca/
77,0,"Libia, ancora nulla di fatto dopo l’accordo",OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,1,"Sono passati più di cinque mesi dall’accordo tra il Capo del Governo libico riconosciuto Serray e il Presidente della Camera di Tobruk Saleh che ha sancito, con il beneplacito di Turchia e Russia e la mediazione americana, il cessate il fuoco e l’auspicabile fine della guerra civile ma, a parte la sospensione dei combattimenti salvo sporadiche scaramucce, nulla è stato fatto di quello che l’accordo prevedeva.",OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,2,Sono invece cambiati gli interlocutori.,OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,3,"Sul fronte della Tripolitania , al posto di Serray, che aveva dichiarato di volersi dimettere lo scorso ottobre ma che è ancora al suo posto si delineano le figure di Fathi Bashagha, Ministro dell’Interno prima sospeso e poi reintegrato che controllava una parte del Gna, l’esercito di Tripoli, e di Ahmed Maitig, Vicepresidente dell’Esecutivo e, in attesa delle dimissioni di Serray, punto di riferimento per la relazioni internazionali.",OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,4,"Sul fronte opposto pare offuscata la posizione di Saleh, mentre è rientrato completamente in gioco il generale Haftar, troppo presto dato per ridimensionato.",SOG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,5,"A ciò ha contribuito anche il nostro Paese che, con il viaggio di Conte e Di Maio a Bengasi per ringraziarlo della liberazione dei pescatori di Mazara del Vallo dopo due mesi di prigionia, gli hanno restituito credibilità e rappresentanza politica.",OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,6,"E questa riabilitazione si è confermata nei giorni scorsi quando il direttore dei nostri servizi segreti (Aise) Gianni Caravelle, si è recato a Bengasi per incontrarlo e la notizia è stata ampiamente diffusa dai media controllati da Haftar.",OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,7,"Chissà cosa ne ha pensato Stephanie Williams, rappresentante speciale dell’ONU per i negoziati di pace che avevano esautorato Haftar dalle trattative.",SOG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,8,Certo è che sugli impegni che dovevano seguirà l’accordo di cinque mesi fa praticamente nulla è stato fatto.,SOG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,9,I due eserciti dovevano abbandonare le posizioni sul fronte e tornare alle loro basi e invece sono tutt’ora posizionati come prima.,OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,10,"Il punto più critico è a Siete, per il cui controllo sono stati bloccati i combattimenti ma proprio da quella località i mercenari russi alleati di Haftar hanno costruito una serie di fortificazioni che sembrano più una preparazione per la ripresa del conflitto che una proiezione futura della pace.",SOG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,11,"I mercenari siriani dalla parte di Tripoli e russi da quella di Bengasi, ché ho dovevano essere fatti rientrare nelle zone di provenienza, sono tutt’ora posizionati a fianco del due eserciti libici.",OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,12,"Non parliamo poi delle truppe turche che in terra e con le navi da guerra nel Mediterraneo, continuano a supportare Serray.",SOG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,13,Come continuano le attività di addestramento da parte di istruttori stranieri.,OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,14,In questa situazione sembra fantascienza pensare a ciò che prevedeva la parte finale dell’accordo Serray Saleh e cioè un referendum su una nuova Costruzione e libere elezioni in tutto il Paese entro il dicembre 2021.,SOG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,15,"A questi problemi poi se ne sono aggiunti altri, derivati come già detto, dalle divisioni interne sia Tripoli che a Bengasi, con il pericolo di rese dei conti anche sanguinose.",OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,16,Si attende inoltre di vedere quale sarà l’atteggiamento del nuovo Presidente americano Joe Biden e se sarà confermato il sostanziale disimpegno voluto da Trump.,OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,17,Di certo attualmente vi è solo il sostanziale patto di spartizione territoriale tra Russia e Turchia che riguarda anche lo sfruttamento del patrimonio petrolifero libico.,SOG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
77,18,Con l’Italia che tenta di recuperare il suo tradizionale e storico ruolo ormai però ridotto attualmente a quello di osservatore passivo.,OGG,SOG,Avanti,http://www.avantionline.it/libia-ancora-nulla-di-fatto-dopo-laccordo/
78,0,Qui dove nascono le Fake News,OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,1,"Dittatori, golpisti, fanatici religiosi, Ayatollah, fascisti, seguaci di Qanon, Blue Whale e simili, complottisti con centinaia di migliaia di follower, no vax, terrapiattisti e un’infinità di pagine seguitissime che quotidianamente dispensano vere e proprie fake news in grado di influenzare negativamente milioni di utenti.",OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,2,"Quando ci si chiede cosa siano i social network al giorno d’oggi, inevitabilmente, oltre alla solita filastrocca del sono servizi informatici online che permettono la realizzazione di reti sociali virtuali occorre andare più in profondità poiché essi, nella vastissima giungla di persone dalla quale sono popolati, portano nel marsupio (inevitabilmente e incolpevolmente) una fetta gigantesca di profili socialmente e potenzialmente pericolosi.",OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,3,"Pensiamo alle sempre più numerose pagine che adescano minorenni per farli partecipare a fanatiche sfide della morte, o ai gruppi che inneggiano apertamente al fascismo3 o ancora al profilo dell’Ayatollah iraniano Khamenei, nel cui Paese continuano le impiccagioni di dissidenti e le persecuzioni contro le donne, che scrive",OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,4,Israele è un cancro maligno in Medio Oriente che va rimosso e sradicato.,SOG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,5,"Indubbiamente ormai, i social hanno assolto da tempo la loro funzione primordiale di ridurre le distanze tra utenti e si sono evoluti in strumenti attraverso i quali si veicolano messaggi, veri e propri mezzi di business.",OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,6,"Nessuno dunque si sorprenderà se, come spesso ripetuto, i social network sono diventati il campo principale su cui oggi si fa politica.",OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,7,Le piazze gremite di 50 anni fa sono le pagine social di oggi; piaccia o no questo non fa nessuna differenza.,OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,8,"Ciò che invece fa la differenza è che queste nuove piazze virtuali, non sono più aree cittadine che si aprono nel tessuto urbano, ma aziende multinazionali con a capo un imprenditore e volte (come è ovvio che sia) al profitto.",OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,9,"Se dunque diamo per assodato che un politico per svolgere la propria professione, debba inevitabilmente utilizzare una o più di queste piattaforme, la scelta unilaterale del proprietario del mezzo di sospenderne la fruibilità (sia anche per il motivo più giusto e nobile del mondo) lascia non poche perplessità.",SOG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,10,"Evidenziare l’ambiguità delle decisioni di Twitter e Facebook, non significa in nessun modo avallare l’operato e i messaggi dell’account sospeso;",OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,11,"ma è indubbio che mettere un bavaglio al Presidente uscente degli Stati Uniti, democraticamente eletto 4 anni fa e che, bello o brutto che sia, nonostante la sconfitta vanta il sostegno di 70 milioni di elettori statunitensi, genera un dibattito delicato, oltre che un precedente pericoloso.",OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,12,"Se giudichiamo giusta la censura applicata a Trump allora anche le categorie elencate in apertura di questo articolo meriterebbero lo stesso trattamento, dalle pagine già citate fino ai Presidenti a fortissima vocazione autoritaria come Erdogan in Turchia, Putin o Maduro che usufruiscono indisturbati dello spazio pubblico dei social, con post che sono molto più violenti di quelli del pur violentissimo Trump.",SOG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,13,Il punto cruciale di questo dibattito però è che una decisione del genere non può assolutamente essere presa unilateralmente da società private quotate in borsa e che non hanno mai nascosto di sostenere politicamente gli avversari di Trump.,SOG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,14,"Nonostante la decisione incontri il favore della maggior parte dell’opinione pubblica, ciò non significa che sia giusta.",OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,15,"Nessun privato cittadino, pur potente e miliardario che sia, può pensare di avere la capacità di privare a propria discrezione il diritto di esprimere le proprie idee a qualcun altro.",SOG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,16,"Il potere di togliere la possibilità di parlare deve continuare ad essere prerogativa unica del potere democraticamente costituito, e questo concetto che sembra sbiadire ogni giorno di più dev’essere ribadito allo sfinimento, altrimenti si rischia di prestare il fianco a un violento attacco alla democrazia senza nemmeno rendersene conto.",OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,17,Essere d’accordo con la censura di chi non la pensa come noi (violento e pericoloso che sia) è un esercizio sbagliatissimo che puzza di altri tempi.,SOG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,18,Quel qualcuno un giorno potremmo essere noi.,OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,19,"Il fatto che gli Stati sovrani non abbiano la possibilità di esercitare nessun controllo sui social e che questi restino sotto il pieno potere di un privato che decide arbitrariamente chi far accedere e chi no, dal momento che come detto questi mezzi sono diventati il mezzo e la voce di leader che altro non sono che rappresentati del popolo, è un problema enorme.",OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,20,Chi vigila sul questo potere?,OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,21,Ma soprattutto quando è stato deciso che il Grande Fratello virtuale sia un’istituzione al disopra delle Costituzioni?,OGG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,22,"Urge al più presto istituire un’autorità politica che, in virtù delle leggi e della costituzione di questo o quel Paese, decida chi non ha più diritto all’accesso a questi mezzi di comunicazione e perché.",SOG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,23,"E’ sacrosanto che un politico che incita all’odio, al razzismo e alle sommosse debba essere stoppato e fermato;",SOG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,24,ma è altrettanto sacrosanto che a farlo sia la legge del Paese in cui questa persona vive e non qualcuno che arbitrariamente gioca con i diritti costituzionalmente sanciti.,SOG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
78,25,"Con l’assenza di una struttura politica e legale che attui un controllo preciso e costante sulle piattaforme di comunicazione, che ormai hanno un ruolo centrale per le sorti delle nostre democrazie, rischiamo che siano i Mark Zukemberg o i Jack Dorsey a decidere le nostre sorti.",SOG,SOG,Avanti,http://www.avantionline.it/qui-dove-nascono-le-fake-news/
79,0,Confindustria boccia il recovery plan,OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,1,Il governo ha incontrato la Confindustria per il Recovery Plan.,OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,2,"Le principali osservazioni fatte dall’Associazione degli industriali riguardano il coinvolgimento delle parti sociali nella governance, l’attuazione delle riforme strutturali, gli effettivi impatti sul Pil e sull’occupazione, l’attuazione di politiche attive del lavoro, il problema delle misure attuative per le opere infrastrutturali.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,3,"In una nota, si legge: Confindustria, prima ancora di entrare nel merito del Piano nazionale di ripresa e resilienza, in questo primo incontro con il Governo ha posto quattro questioni prioritarie inerenti il metodo.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,4,"A ispirarle è esclusivamente l’interesse nazionale affinché il Pnrr, un’occasione storica e irripetibile per il Paese, raggiunga la massima efficacia.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,5,"Secondo Confindustria: La governance necessaria per una puntuale ed efficiente realizzazione del Piano, ad oggi non ancora delineata, dovrebbe prevedere modalità di confronto strutturato e continuativo con le parti sociali e un loro coinvolgimento lungo tutto il processo di esecuzione dei progetti.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,6,Confindustria ha manifestato la piena disponibilità a continuare su questa metodologia di confronto al fine di rendere efficace e credibile il Pnrr nell’interesse del Paese.,OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,7,"La prima osservazione è la mancata conformità con le linee guida indicate dalla Ue, aggiornate venerdì scorso a seguito della consultazione tra Commissione, Governi e Parlamento Europeo.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,8,"Confindustria fa notare: Le linee guida prescrivono infatti, in maniera puntuale che ogni riforma strutturale e linea di intervento delle 6 missioni strutturali venga declinata secondo una stima precisa degli obiettivi quantitativi che si intende ottenere rispetto alle risorse impegnate.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,9,"Questo perché la Commissione stessa possa verificarne l’attuazione, sia nell’arco della durata del Piano che negli step intermedi, scongiurando così il rischio di revoca dei fondi o, peggio ancora, la restituzione.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,10,"Il Piano nazionale di ripresa e resilienza inoltre deve avere una stima chiara degli obiettivi sull’occupazione o in assenza di un quadro generale di priorità, compatibilità e obiettivi, ogni valutazione rischia di ridursi ad una mera somma di richieste, in nome dei diversi interessi economici e sociali.",SOG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,11,Confindustria ha concluso: Infine non è chiaro che tipo di riforma degli ammortizzatori sociali intende fare il governo e per le politiche attive la proposta è troppo centrata sui Centri pubblici per l’impiego.,SOG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,12,"Immediata è stata la replica del ministro dello Sviluppo economico, Stefano Patuanelli:",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,13,"All’interno del Piano nazionale ripresa e resilienza sono dettagliati tutti gli step, l’intensità, le annualità e la messa a terra degli investimenti.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,14,"L’execution sarà fondamentale, dobbiamo esserne ossessionati.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,15,"Per questo è importante costruire una cabina di regia in grado di far marciare i progetti il più speditamente possibile, senza intoppi burocratici.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,16,Questa affermazione del ministro Patuanelli è sconcertante.,SOG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,17,"Che senso ha costruire una cabina di regia per far marciare i progetti, quando la cabina di regia esiste già ed è il Consiglio dei ministri.",SOG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,18,"Se un governo è manifestamente incapace a formulare un Recovery Plan ed ancor meno a gestirlo, farebbe bene a dimettersi e consentire la nascita di un nuovo Governo più affidabile e capace di governare il Paese e gestire i fondi che l’Unione europea mette a disposizione.",SOG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,19,"Sembra incredibile che Paolo Gentiloni (commissario Ue) e Roberto Gualtieri (ministro dell’Economia), entrambi italiani, entrambi del Partito democratico, non riescano a dialogare per l’elaborazione di un Recovery Plan conforme alle indicazione dell’Unione europea.",SOG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
80,0,IL GIORNO DOPO,OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,1,"Il giorno dopo dichiarazioni e smentite dei gruppi politici per un nuovo Governo Draghi le consultazioni vanno avanti, oggi l’incontro a Montecitorio con il gruppo Maie del Senato e Leu, Iv, Fdi, Pd e Fi.",OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,2,Domattina sono attesi Lega e M5s.,OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,3,"E mentre il presidente incaricato incassa la fiducia di ITalia Viva e molti dubbi da Leu che non vorrebbe entare in un esecutivo con la Lega, la partita più importante resta quella con il Movimento 5 stelle, atteso dalle consultazioni nella giornata di sabato.",OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,4,"Al meeting fra i pentastellati e Draghi potrebbe partecipare anche Beppe Grillo, arrivato a Roma per seguire da vicino i giorni caldi della crisi di governo.",OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,5,"Dopo il no iniziale, sono sempre più consistenti i segnali distensivi da M5s, corroborati anche dal ‘discorso del tavolino’ di Conte.",OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,6,Intanto a Roma è giunto anche Davide Casaleggio: ha sostenuto che c’è consenso per far passare da un voto degli iscritti a Rousseau la possibilità di appoggiare un governo guidato dall’ex presidente Bce.,OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,7,"Forza Italia fa sapere che il presidente Silvio Berlusconi non potrà partecipare oggi, suo malgrado, alle consultazioni del Presidente incaricato.",OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,8,"Lo ha comunicato lui stesso al professor Mario Draghi, in un lungo e cordiale colloquio telefonico, nel quale gli ha espresso il suo rammarico – spiega FI , e gli ha anticipato la posizione di Forza Italia che gli sarà illustrata nel pomeriggio dalla delegazione composta dal vicepresidente Tajani e dalle capigruppo Bernini e Gelmini.",OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,9,"Forza Italia non metterà paletti, così come il Pd, con il segretario Nicola Zingaretti che ha annunciato che non metterà paletti al perimetro della maggioranza perché è compito di Draghi, mentre i dem offriranno i contenuti.",OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,10,E sulla situazione nella quale Matteo Renzi ha costretto il suo ex partito scatenando la crisi ha sottolineato:,OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,11,"Ricordo che il giorno del giuramento del Conte 2 Renzi fondò un partito con l’obiettivo dichiarato di distruggere il Pd, noi oggi cresciamo mentre il partito di Renzi è inchiodato al 1,52 per cento.",SOG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
80,12,"Il Quirinale segue con attenzione, seppur a debita distanza, l’evoluzione della situazione politica dopo l’incarico a Mario Draghi.",OGG,OGG,Avanti,http://www.avantionline.it/il-giorno-dopo/
